name,ra,dec,trigger_time,t90,fluence,trigger_name
GRB171207809,219.42,-38.06,58094.80861,25.600,0.000002157,bn171207809
GRB140706815,49.2952,-38.0508,56844.81498,43.776,2.4869E-06,bn140706815
GRB210415284,130.32,-37.94,59319.28357,16.896,6.041E-07,bn210415284
GRB120612687,39.67,-37.91,56090.68732,0.256,7.0505E-07,bn120612687
GRB190619595,291.07,20.16,58653.59474,134.914,0.000025854,bn190619595
GRB170614505,310.99,-37.91,57918.50461,5.376,4.2351E-07,bn170614505
GRB150603105,74.77,-37.87,57176.10541,67.328,2.1035E-06,bn150603105
GRB231222299,164.71,-37.75,60300.29855,14.592,6.7542E-06,bn231222299
GRB240125867,81.1,21.1,60334.86716,0.256,1.1899E-07,bn240125867
GRB210912522,338.28,21.11,59469.52192,2.560,1.7788E-07,bn210912522
GRB220516525,111.55,21.17,59715.52474,17.408,2.1408E-06,bn220516525
GRB110702187,5.62,-37.66,55744.18714,34.369,7.9885E-06,bn110702187
GRB150201574,11.8325,-37.6193,57054.57425,15.616,0.000063139,bn150201574
GRB150201590,11.8325,-37.6193,57054.59023,25.600,0.000002383,bn150201590
GRB200914534,256.36,-37.59,59106.53368,65.281,0.000015381,bn200914534
GRB190810675,193.78,-37.56,58705.67501,0.160,2.6057E-07,bn190810675
GRB220523175,136.66,-37.46,59722.17465,7.680,5.7853E-07,bn220523175
GRB081229675,310,22.8,54829.6752,0.032,8.6533E-08,bn081229675
GRB090608052,100.19,-37.41,54990.05239,21.504,1.2448E-06,bn090608052
GRB100118100,9.26,-37.37,55214.0997,9.216,1.4369E-06,bn100118100
GRB111120556,344.6,-37.34,55885.55583,98.626,6.7277E-06,bn111120556
GRB120926426,59.72,-37.2,56196.42588,60.161,4.3826E-06,bn120926426
GRB240727250,97.786,-37.18,60518.2501,18.688,0.000002852,bn240727250
GRB130627372,184.445,-37.086,56470.3716,35.840,1.5766E-06,bn130627372
GRB230320949,253.7,-37.04,60023.94868,0.832,1.9072E-07,bn230320949
GRB181222841,311.15,22.86,58474.84141,0.576,0.000036242,bn181222841
GRB210429658,244.07,22.9,59333.65791,12.288,2.3862E-06,bn210429658
GRB220118764,192.274,22.909,59597.7643,18.944,3.5532E-06,bn220118764
GRB101102840,284.68,-37.03,55502.84036,43.520,1.7217E-06,bn101102840
GRB141003564,321.77,-36.89,56933.56404,8.704,1.8542E-06,bn141003564
GRB140430716,146.38,-36.88,56777.71625,26.368,9.1782E-06,bn140430716
GRB180610377,205.52,-36.87,58279.37724,163.331,8.5794E-06,bn180610377
GRB210105669,70.99,-36.83,59219.66882,5.120,3.0961E-07,bn210105669
GRB231116403,24.59,-36.79,60264.40318,6.912,5.9316E-07,bn231116403
GRB201104808,240.32,-36.73,59157.80793,40.448,2.4556E-06,bn201104808
GRB091112737,257.728,-36.715,55147.73699,24.576,9.8981E-06,bn091112737
GRB180816088,126.21,-36.71,58346.08841,34.561,0.000016146,bn180816088
GRB230724049,269.02,-36.63,60149.04895,0.416,9.2377E-08,bn230724049
GRB140911012,128.39,-36.56,56911.01189,116.736,6.7844E-06,bn140911012
GRB231114388,150,-36.55,60262.38797,0.384,1.5715E-07,bn231114388
GRB120222119,340,-36.41,55979.11938,29.440,2.4509E-06,bn120222119
GRB230410476,352.28,22.94,60044.47639,22.272,0.000017791,bn230410476
GRB200212451,124.8,22.95,58891.45126,10.496,1.1176E-06,bn200212451
GRB090718762,274.12,-36.39,55030.7623,23.744,0.00002502,bn090718762
GRB181224987,192.99,-36.3,58476.98735,1.088,1.5167E-07,bn181224987
GRB190411407,285.96,-36.27,58584.40681,18.688,4.0735E-06,bn190411407
GRB140110263,28.9,-36.26,56667.26294,9.472,0.000005426,bn140110263
GRB171008080,232.59,24.02,58034.07962,1.472,1.1212E-07,bn171008080
GRB150726877,264.38,-36.2,57229.87674,46.849,6.8193E-06,bn150726877
GRB210917157,75.47,-36.18,59474.1568,7.040,3.7459E-07,bn210917157
GRB231014102,110.07,-36.05,60231.10207,8.448,5.3541E-07,bn231014102
GRB090531775,252.06,-36.05,54982.77496,0.768,3.1809E-07,bn090531775
GRB240115461,16.29,24.97,60324.46058,1.792,5.2585E-07,bn240115461
GRB100805845,112.72,-35.93,55413.84479,58.430,0.000010611,bn100805845
GRB210318131,264.227,-35.819,59291.13109,24.320,9.911E-07,bn210318131
GRB090528173,134.9,-35.8,54979.17293,35.905,6.5647E-06,bn090528173
GRB140831215,280.37,25.64,56900.2146,0.704,5.7882E-08,bn140831215
GRB081231140,208.6,-35.8,54831.1396,28.736,0.000016119,bn081231140
GRB120908873,268.67,-35.79,56178.87327,46.849,0.000012703,bn120908873
GRB240603423,272.58,-35.78,60464.42305,36.865,8.3135E-06,bn240603423
GRB240501455,257.21,26.54,60431.45456,91.906,7.9751E-06,bn240501455
GRB180311074,53.95,-35.77,58188.07353,0.960,7.5439E-07,bn180311074
GRB141128962,321.8,-35.76,56989.96243,0.272,1.7603E-07,bn141128962
GRB150118409,240.24,-35.75,57040.40854,40.193,0.00014114,bn150118409
GRB180606730,261.65,-35.67,58275.73031,6.080,1.2997E-06,bn180606730
GRB150527662,10.8,-35.6,57169.66231,63.233,5.0398E-06,bn150527662
GRB141121414,235.89,-35.6,56982.41399,3.840,8.7914E-07,bn141121414
GRB100504806,255.58,-35.6,55320.8062,16.512,2.3263E-06,bn100504806
GRB100510810,355.8,-35.6,55326.8105,31.169,3.7181E-06,bn100510810
GRB240115698,191.894,-35.566,60324.69835,163.076,8.5121E-06,bn240115698
GRB200325620,167.554,27.8196,58933.62032,36.609,9.5436E-06,bn200325620
GRB230513929,160.72,27.86,60077.9287,4.800,6.2141E-07,bn230513929
GRB211211549,212.272,27.884,59559.54861,34.305,0.00050118,bn211211549
GRB201222461,95.67,27.89,59205.46071,7.872,1.9906E-06,bn201222461
GRB111025078,325.62,-35.52,55859.07831,51.712,2.9813E-06,bn111025078
GRB131216081,91.59,-35.5,56642.08093,19.262,6.7779E-06,bn131216081
GRB150711766,221.627,-35.456,57214.76597,82.177,9.4843E-06,bn150711766
GRB170923101,120.12,-35.33,58019.1007,46.080,2.4551E-06,bn170923101
GRB230330018,65.05,-35.22,60033.01811,18.944,1.0837E-06,bn230330018
GRB101128322,145.47,-35.2,55528.32227,8.192,8.3558E-07,bn101128322
GRB230102015,272.78,-35.14,59946.01543,0.176,1.1508E-06,bn230102015
GRB200101861,257.43,-35.06,58849.86072,9.984,0.000091089,bn200101861
GRB230728118,343.516,28.1743,60153.11812,18.944,1.7862E-06,bn230728118
GRB171227000,280.69,-35.03,58114.00016,37.633,0.00028962,bn171227000
GRB170718152,102.27,-35,57952.15243,40.192,3.0268E-06,bn170718152
GRB180910352,263.68,-34.94,58371.35245,0.256,8.6434E-07,bn180910352
GRB210225218,333.44,28.41,59270.21777,87.808,5.0927E-06,bn210225218
GRB121225417,310.45,-34.83,56286.41729,58.497,0.00006958,bn121225417
GRB160225809,150.19,-34.71,57443.80863,64.257,0.000017677,bn160225809
GRB180809485,297.793,-34.663,58339.48486,236.036,0.000007981,bn180809485
GRB221016986,38.949,-34.624,59868.98568,12.736,5.1056E-06,bn221016986
GRB220715691,155.94,28.73,59775.69063,23.296,2.3866E-06,bn220715691
GRB220821296,133.58,28.74,59812.29555,38.145,5.3651E-06,bn220821296
GRB100910818,238.1,-34.62,55449.81787,13.824,0.000013408,bn100910818
GRB090427688,356.2,-34.6,54948.68778,12.288,1.6151E-06,bn090427688
GRB101219686,12.2306,-34.5662,55549.68626,51.009,0.000003989,bn101219686
GRB120707800,291.06,-34.44,56115.8002,40.960,0.00009355,bn120707800
GRB221216473,326.021,-34.405,59929.47313,184.324,6.8631E-06,bn221216473
GRB110409179,238.7,-34.32,55660.17871,0.128,3.2835E-07,bn110409179
GRB200112395,186.97,-34.31,58860.39476,38.912,8.6972E-07,bn200112395
GRB200929204,217.45,-34.27,59121.20361,2.048,1.9463E-07,bn200929204
GRB230129246,129.03,-34.23,59973.24573,72.961,2.2208E-06,bn230129246
GRB240320831,275.17,-34.22,60389.83073,9.728,1.6411E-06,bn240320831
GRB090310189,184.9,-34.2,54900.18947,116.930,5.5426E-06,bn090310189
GRB090829672,329.23,-34.19,55072.67198,67.585,0.000076637,bn090829672
GRB150214293,342.58,-34.17,57067.29262,0.192,2.3705E-07,bn150214293
GRB081222204,22.7,-34.1,54822.20417,18.880,0.000011887,bn081222204
GRB141110232,253.13,-34.09,56971.23152,36.608,2.4307E-06,bn141110232
GRB220305481,174.41,-34.04,59643.48149,172.803,0.000016196,bn220305481
GRB230209939,86.77,28.83,59984.93932,67.329,0.00003471,bn230209939
GRB200110518,96.15,28.88,58858.51815,153.859,0.000013972,bn200110518
GRB160310291,245.59,-34.03,57457.29111,23.613,2.5374E-06,bn160310291
GRB190821716,250.077,-34.022,58716.71567,59.904,3.6154E-06,bn190821716
GRB161206064,0.94,-34.02,57728.06421,33.537,0.000037214,bn161206064
GRB200517786,115.2,29.43,58986.78644,27.392,2.9848E-06,bn200517786
GRB110616648,274.45,-34.02,55728.64821,12.544,1.2947E-06,bn110616648
GRB170726249,166.42,-34,57960.24879,1.792,6.0235E-07,bn170726249
GRB110509142,180.81,-34,55690.14212,68.864,3.7606E-06,bn110509142
GRB120119354,65.96,-33.92,55945.35382,16.896,0.000002793,bn120119354
GRB081213173,12.9,-33.9,54813.1734,0.256,1.2255E-07,bn081213173
GRB220609063,225.48,-33.9,59739.06313,11.520,8.4055E-07,bn220609063
GRB210802839,229.92,30.3,59428.83896,10.240,0.000018587,bn210802839
GRB130614997,324.18,-33.89,56457.99734,9.280,6.7209E-06,bn130614997
GRB230803977,48.74,-33.88,60159.97729,27.905,3.4323E-06,bn230803977
GRB211109028,129.05,-33.88,59527.02759,8.960,1.1623E-06,bn211109028
GRB230425230,150.68,-33.87,60059.22962,0.528,7.9281E-08,bn230425230
GRB080808451,107.4,-33.8,54686.45143,4.352,7.1043E-07,bn080808451
GRB200714661,13.73,31.07,59044.66131,3.328,1.6236E-07,bn200714661
GRB130819394,124.72,-33.76,56523.39414,82.689,8.6817E-06,bn130819394
GRB231001015,264.86,-33.75,60218.01454,39.937,5.9303E-06,bn231001015
GRB180810278,32.23,-33.74,58340.27832,15.104,2.2246E-06,bn180810278
GRB240521631,355.688,-33.7215,60451.63122,33.792,2.8044E-06,bn240521631
GRB120506128,172.22,-33.72,56053.1285,2.304,2.8721E-07,bn120506128
GRB201231447,82.34,31.33,59214.44745,9.984,9.0327E-07,bn201231447
GRB190304371,355.38,31.4,58546.37124,62.208,1.7836E-06,bn190304371
GRB091101143,29.8,-33.68,55136.14343,10.688,7.8384E-06,bn091101143
GRB141031998,133.08,-33.68,56961.99816,0.160,8.351E-08,bn141031998
GRB180724807,285.24,-33.66,58323.80731,58.113,0.000027823,bn180724807
GRB211116586,276.24,-33.6,59534.58603,19.968,0.000011156,bn211116586
GRB220715934,254.875,-33.5979,59775.93383,39.680,1.5233E-06,bn220715934
GRB220222808,191.15,-33.55,59632.80842,10.752,1.1132E-06,bn220222808
GRB201020241,261.228,31.4288,59142.2415,21.504,1.5622E-06,bn201020241
GRB180405169,123.62,-33.5,58213.16867,28.477,7.3004E-06,bn180405169
GRB090626189,170.01,-33.5,55008.18899,48.897,0.000063046,bn090626189
GRB231030050,117.59,-33.49,60247.05027,34.049,3.7821E-06,bn231030050
GRB200111633,104.49,31.72,58859.63273,6.016,3.0022E-06,bn200111633
GRB171223818,115.84,-33.48,58110.81823,0.384,1.8888E-06,bn171223818
GRB201012233,303.67,-33.46,59134.23308,64.001,8.5926E-06,bn201012233
GRB220905478,343.51,-33.46,59827.47828,12.544,0.000013025,bn220905478
GRB230921112,239.42,-33.44,60208.11218,108.546,0.000010191,bn230921112
GRB150805746,326.08,-33.4,57239.74598,1.408,3.8213E-07,bn150805746
GRB200925610,94.85,32.04,59117.60975,50.176,3.0068E-06,bn200925610
GRB201221591,110.61,32.04,59204.59147,0.032,2.2792E-07,bn201221591
GRB180411546,284.13,-33.38,58219.54646,29.696,9.7653E-06,bn180411546
GRB111109453,133.73,-33.35,55874.45315,4.864,3.0487E-07,bn111109453
GRB180804554,136.71,-33.24,58334.55395,43.517,0.000010306,bn180804554
GRB200915144,354.66,34.95,59107.14393,1.536,9.4676E-08,bn200915144
GRB131209547,136.5,-33.2,56635.54719,13.568,0.000013674,bn131209547
GRB080812889,176.7,-33.2,54690.88859,15.040,2.4547E-06,bn080812889
GRB140919636,221.538,-33.1759,56919.63557,108.546,0.000010749,bn140919636
GRB111022854,104.5,-33.11,55856.85375,0.192,0.000000126,bn111022854
GRB160512199,240.68,-33.09,57520.19861,78.081,9.8679E-06,bn160512199
GRB200801650,70.54,-33.06,59062.64985,63.745,0.000012034,bn200801650
GRB200826187,4.67,35.29,59087.18741,1.136,4.2645E-06,bn200826187
GRB200407388,182,35.4,58946.38789,47.872,2.7309E-06,bn200407388
GRB160519060,138.12,-33.03,57527.06018,17.664,0.000003173,bn160519060
GRB240727994,115.48,-33.01,60518.99428,11.773,4.0138E-06,bn240727994
GRB171117515,196.81,-33,58074.51503,105.922,0.000010845,bn171117515
GRB190530430,120.76,35.44,58633.42996,18.432,0.00037062,bn190530430
GRB090108322,0.4,-32.9,54839.3218,0.192,5.3623E-07,bn090108322
GRB210723615,121.721,-32.8851,59418.61536,42.753,0.000014503,bn210723615
GRB211207416,54.32,-32.82,59555.41608,120.322,0.000020117,bn211207416
GRB090129880,269,-32.8,54860.88004,16.640,5.5712E-06,bn090129880
GRB220728681,5.41,36.18,59788.68101,1.152,1.589E-07,bn220728681
GRB160111115,310.24,-32.78,57398.11462,26.880,2.6274E-06,bn160111115
GRB170429799,259.71,-32.77,57872.79945,220.163,0.000037615,bn170429799
GRB140901821,15.82,-32.76,56901.82057,0.176,0.000005123,bn140901821
GRB150122960,151.23,-32.6,57044.96005,53.249,3.1678E-06,bn150122960
GRB240112742,217.66,-32.59,60321.74175,1.280,7.6637E-07,bn240112742
GRB140701833,285.44,-32.59,56839.83305,6.912,0.000002609,bn140701833
GRB230306673,160.41,-32.55,60009.67293,0.640,3.2852E-06,bn230306673
GRB090726218,240.45,36.75,55038.21814,7.680,5.2165E-07,bn090726218
GRB151120349,157.25,-32.5237,57346.34923,28.416,9.6457E-06,bn151120349
GRB220627890,201.2,-32.5,59757.88958,136.706,0.000045358,bn220627890
GRB220627901,201.2,-32.5,59757.90065,126.978,0.000010839,bn220627901
GRB230207021,234.27,-32.49,59982.02135,22.528,2.6441E-06,bn230207021
GRB191111347,130.54,-32.47,58798.34664,5.376,8.0049E-07,bn191111347
GRB140720158,175.03,-32.31,56858.15793,0.320,1.997E-07,bn140720158
GRB240405630,289.65,37.79,60405.6297,65.536,3.8839E-06,bn240405630
GRB110505203,16.81,-32.3,55686.20343,4.096,2.0341E-06,bn110505203
GRB180710062,200.66,-32.24,58309.06156,90.112,0.000004335,bn180710062
GRB120526303,66.28,-32.23,56073.30325,43.649,0.00011619,bn120526303
GRB120429484,133.04,-32.23,56046.48407,15.360,2.3678E-06,bn120429484
GRB140329295,145.698,-32.229,56745.29489,21.248,0.000067004,bn140329295
GRB210807525,256.22,-32.18,59433.5255,8.704,2.2806E-06,bn210807525
GRB230812395,294.2,-32.16,60168.39482,25.600,2.3004E-06,bn230812395
GRB191111364,189.29,-32.12,58798.36424,88.066,0.000014549,bn191111364
GRB240607459,17.81,-32.08,60468.45919,20.224,0.000092723,bn240607459
GRB230822992,143.42,37.96,60178.9923,0.896,5.8054E-08,bn230822992
GRB141105358,202.6,-32,56966.3582,19.200,1.8375E-06,bn141105358
GRB130112353,196.29,-31.94,56304.35264,2.048,1.2393E-06,bn130112353
GRB081206604,353.3,-31.9,54806.60383,7.936,4.9971E-07,bn081206604
GRB120711446,127.88,-31.83,56119.44646,87.552,1.8621E-06,bn120711446
GRB201016136,7.98,-31.82,59138.13636,165.123,4.5372E-06,bn201016136
GRB200325138,31.7203,-31.816,58933.13787,0.960,1.4803E-06,bn200325138
GRB170826819,327.7,-31.8,57991.81871,11.008,0.000032272,bn170826819
GRB190808498,282.22,-31.77,58703.49754,47.360,0.000001131,bn190808498
GRB191017391,171.25,38.05,58773.39143,67.841,0.000020525,bn191017391
GRB190109217,33.202,38.1081,58492.21724,123.902,8.8645E-06,bn190109217
GRB111010660,183.54,-31.7,55844.65997,8.704,8.7058E-07,bn111010660
GRB120811014,43.658,-31.675,56150.01424,0.448,2.2744E-06,bn120811014
GRB090101758,77.8,-31.6,54832.75812,108.802,0.000012288,bn090101758
GRB090513916,269.8,-31.6,54964.91583,25.280,4.9405E-06,bn090513916
GRB210401970,263.07,-31.58,59305.97019,301.061,0.000074899,bn210401970
GRB180413118,168.18,-31.56,58221.11786,57.857,0.000007552,bn180413118
GRB180718763,44.677,-31.503,58317.76278,98.306,0.0000149,bn180718763
GRB190608009,225.74,-31.42,58642.00855,85.250,8.2514E-06,bn190608009
GRB211121434,97.4,-31.22,59539.43395,333.064,0.000025829,bn211121434
GRB230225618,46.01,-31.18,60000.61759,51.200,3.4959E-06,bn230225618
GRB120710100,120.39,-31.14,56118.0995,131.840,5.3384E-06,bn120710100
GRB190817953,275.17,-31.14,58712.95307,8.448,8.8033E-07,bn190817953
GRB091122163,120.51,-31.13,55157.16274,2.944,1.6406E-07,bn091122163
GRB220715368,171.25,-31.13,59775.36783,13.312,1.7985E-06,bn220715368
GRB200506404,191.66,38.12,58975.40358,204.548,0.000013302,bn200506404
GRB120219563,274.85,-31.11,55976.56346,8.128,5.5777E-07,bn120219563
GRB101214993,181.13,-31.06,55544.99307,11.520,1.0917E-06,bn101214993
GRB130715906,287.37,-31.05,56488.90567,47.873,0.000041079,bn130715906
GRB091006360,243.11,-31.04,55110.36027,0.192,1.1432E-07,bn091006360
GRB220326173,185.6,-31.01,59664.17329,23.552,1.6826E-06,bn220326173
GRB190707285,152.87,-30.98,58671.28478,36.353,0.000011372,bn190707285
GRB130701761,325.94,-30.89,56474.76077,1.600,4.9175E-06,bn130701761
GRB190719113,123.93,-30.81,58683.11275,84.738,9.1711E-06,bn190719113
GRB240317454,271.95,38.4,60386.45444,35.072,2.4414E-06,bn240317454
GRB230512269,295.4,38.4,60076.26928,2.624,0.000010995,bn230512269
GRB151218857,9.45,-30.73,57374.85662,3.328,6.6057E-07,bn151218857
GRB170711019,66.69,-30.69,57945.01867,15.104,7.4943E-07,bn170711019
GRB230111797,320.188,-30.577,59955.79702,7.936,9.9546E-07,bn230111797
GRB190531568,274.17,38.86,58634.5681,0.320,4.1299E-08,bn190531568
GRB141209131,90.2,-30.57,57000.13055,78.081,5.5484E-06,bn141209131
GRB211219622,60.48,-30.54,59567.62179,31.741,6.4637E-06,bn211219622
GRB191213254,196.06,-30.45,58830.25385,18.944,3.2597E-06,bn191213254
GRB090112332,110.9,-30.4,54843.33152,58.369,0.000003919,bn090112332
GRB190504415,70.49,39.57,58607.41498,77.568,2.8176E-06,bn190504415
GRB140223495,141.12,-30.4,56711.49521,17.408,1.9792E-06,bn140223495
GRB171023097,325.36,-30.4,58049.09706,64.257,3.6446E-06,bn171023097
GRB170127634,19.9766,-30.3588,57780.63436,1.728,3.0558E-07,bn170127634
GRB150511362,91.18,-30.35,57153.36247,31.232,3.3516E-06,bn150511362
GRB240628817,198.67,-30.3,60489.81708,0.225,3.5529E-07,bn240628817
GRB080904886,214.2,-30.3,54713.88617,17.344,5.2448E-06,bn080904886
GRB230919707,58.19,41.17,60206.70722,2.944,1.5303E-06,bn230919707
GRB090126245,224.9,41.2,54857.24483,0.960,3.5767E-07,bn090126245
GRB230621990,337.4,41.22,60116.98987,32.769,0.000015544,bn230621990
GRB160625240,127.13,-30.26,57564.24023,10.752,1.2778E-06,bn160625240
GRB150426594,17.64,-30.23,57138.59411,22.528,0.000010847,bn150426594
GRB150318521,269.05,-30.22,57099.52075,94.720,4.3291E-06,bn150318521
GRB140511095,329.76,-30.06,56788.09527,1.408,3.7066E-07,bn140511095
GRB220306306,184.85,-29.97,59644.30556,4.925,1.7222E-06,bn220306306
GRB150227702,190.3,-29.93,57080.70243,17.408,2.4563E-06,bn150227702
GRB190720613,202.72,41.78,58684.61261,6.144,0.000025587,bn190720613
GRB180703949,96.92,-29.88,58302.94921,1.536,8.8488E-06,bn180703949
GRB230911132,57.5027,-29.8259,60198.13163,35.840,4.4447E-06,bn230911132
GRB111221739,10.16,-29.77,55916.73855,27.136,3.0585E-06,bn111221739
GRB220401896,352.49,42.87,59670.89571,32.000,1.9542E-06,bn220401896
GRB170730133,323.91,-29.75,57964.13315,6.656,2.4063E-06,bn170730133
GRB120703726,339.356,-29.7244,56111.72589,8.960,8.3292E-06,bn120703726
GRB170910368,197.65,-29.71,58006.36806,27.392,2.5834E-06,bn170910368
GRB161117066,322.05,-29.61,57709.06634,122.178,0.000031218,bn161117066
GRB240715239,8.39,-29.42,60506.23893,0.160,1.4955E-06,bn240715239
GRB100306199,216.04,-29.37,55261.19891,7.168,5.6784E-07,bn100306199
GRB221120895,41.3225,43.197,59903.89546,0.640,4.9688E-07,bn221120895
GRB110703557,155.39,-29.3,55745.55712,6.720,9.7388E-07,bn110703557
GRB220513865,83.91,-29.21,59712.86538,1.856,4.377E-07,bn220513865
GRB140901262,112.184,-29.209,56901.26207,65.025,2.9293E-06,bn140901262
GRB210924960,112.1,43.25,59481.96033,10.240,1.1245E-06,bn210924960
GRB200915846,188.89,43.3,59107.84555,0.960,1.1539E-06,bn200915846
GRB230713999,122.79,43.31,60138.99937,80.129,0.000012773,bn230713999
GRB091123298,297.11,-29.18,55158.29765,624.459,0.000034809,bn091123298
GRB161220605,138,-29.16,57742.60528,41.729,8.9475E-06,bn161220605
GRB170130302,271.05,-29.11,57783.30191,50.177,4.0892E-06,bn170130302
GRB101101899,266.04,-29,55501.89871,31.232,2.5972E-06,bn101101899
GRB100517072,100.93,-28.99,55333.07162,55.808,6.5888E-06,bn100517072
GRB160401065,290.19,-28.9,57479.06531,20.992,9.3138E-06,bn160401065
GRB110904163,190.4,-28.85,55808.16292,51.457,0.000003464,bn110904163
GRB201208252,158.3,-28.8,59191.25235,44.801,6.6853E-06,bn201208252
GRB180516229,267.89,-28.75,58254.22902,13.824,1.7834E-06,bn180516229
GRB231020790,317.55,-28.71,60237.78956,9.344,0.000037536,bn231020790
GRB190202234,225.13,44.11,58516.23398,97.536,6.2889E-06,bn190202234
GRB120830297,88.5017,-28.7013,56169.29657,0.896,3.0693E-06,bn120830297
GRB140701567,351.45,-28.66,56839.56679,25.088,2.6478E-06,bn140701567
GRB200405394,59.78,-28.63,58944.394,14.848,2.1665E-06,bn200405394
GRB201213746,239.84,-28.55,59196.7459,46.336,2.0446E-06,bn201213746
GRB230902615,305.97,44.31,60189.61511,3.584,5.7465E-07,bn230902615
GRB110731465,280.504,-28.5371,55773.46493,7.485,0.000022892,bn110731465
GRB160709826,236.11,-28.5,57578.82574,5.440,2.2817E-06,bn160709826
GRB170114833,137.92,-28.46,57767.83278,29.184,0.000013898,bn170114833
GRB180730018,98.03,44.54,58329.01783,0.256,1.2283E-07,bn180730018
GRB240525491,280.37,44.54,60455.49141,0.640,1.7826E-07,bn240525491
GRB230506531,326.993,44.54,60070.53147,38.400,6.2425E-06,bn230506531
GRB090621417,257.49,-28.46,55003.41727,27.009,3.8211E-06,bn090621417
GRB240824640,152.58,-28.44,60546.64046,13.056,1.1295E-06,bn240824640
GRB160221993,232.082,-28.4337,57439.99288,11.520,1.7522E-06,bn160221993
GRB240405932,262.78,44.75,60405.93226,19.968,9.5869E-07,bn240405932
GRB090509215,241.4,-28.4,54960.21534,282.372,3.5842E-06,bn090509215
GRB180420031,93.51,-28.32,58228.03136,59.392,3.0334E-06,bn180420031
GRB101214748,0.69,-28.27,55544.74796,2.240,2.3712E-07,bn101214748
GRB170906039,232.204,-28.2563,58002.03867,11.520,3.0308E-06,bn170906039
GRB170829414,340.08,-28.23,57994.41424,51.457,0.000007778,bn170829414
GRB121029350,226.77,-28.2,56229.35023,15.808,7.8146E-06,bn121029350
GRB100326294,131.24,-28.18,55281.29381,5.632,3.8185E-07,bn100326294
GRB210731931,300.304,-28.0595,59426.93133,25.857,3.0532E-06,bn210731931
GRB131102622,74.1,-28.01,56598.62204,62.976,0.000001422,bn131102622
GRB160609690,24.35,44.95,57548.68978,1.600,5.1506E-08,bn160609690
GRB190913155,253.34,44.97,58739.15497,0.128,6.5685E-08,bn190913155
GRB081101532,207.5,-28,54771.53153,8.256,0.000015075,bn081101532
GRB201121062,210.83,-27.93,59174.06237,59.649,0.000011026,bn201121062
GRB150430015,326.48,-27.9021,57142.01465,111.618,0.000015615,bn150430015
GRB220408240,202.417,47.0687,59677.24033,17.920,1.9029E-06,bn220408240
GRB211120548,47.94,47.14,59538.54846,36.097,7.6453E-06,bn211120548
GRB130406334,109.66,-27.86,56388.33376,88.832,0.000003211,bn130406334
GRB191011192,44.7268,-27.8459,58767.19165,25.088,8.5225E-07,bn191011192
GRB180402481,338.63,-27.82,58210.48069,0.256,5.3497E-07,bn180402481
GRB100411516,210.61,47.91,55297.51594,0.512,2.1448E-07,bn100411516
GRB221209243,241.68,48.08,59922.24334,4.160,0.000033656,bn221209243
GRB100311518,303.41,-27.77,55266.51799,9.024,2.5687E-06,bn100311518
GRB110921912,17.97,-27.75,55825.91163,17.664,0.000036311,bn110921912
GRB171230955,89.53,-27.75,58117.95521,70.401,0.000015006,bn171230955
GRB100207665,307.86,-27.73,55234.66522,15.360,2.0797E-06,bn100207665
GRB240602419,196.99,-27.64,60463.41883,25.374,4.4949E-06,bn240602419
GRB130209961,33.59,-27.58,56332.9609,9.790,6.1237E-06,bn130209961
GRB190122305,258.71,48.12,58505.30495,54.016,6.7809E-06,bn190122305
GRB110920546,209.82,-27.56,55824.54565,160.771,0.00017233,bn110920546
GRB150118927,160.077,-27.555,57040.92677,0.288,6.9773E-07,bn150118927
GRB240513307,163.4,-27.5,60443.30697,6.941,8.4832E-07,bn240513307
GRB220927234,96.91,-27.49,59849.23358,76.801,8.4762E-06,bn220927234
GRB240627839,215.25,48.52,60488.83903,23.808,3.6898E-06,bn240627839
GRB190411579,45.63,48.63,58584.57914,60.928,0.000004809,bn190411579
GRB101002279,323.35,-27.47,55471.27878,7.168,4.3956E-07,bn101002279
GRB180210991,112.76,-27.44,58159.99061,48.129,0.000011605,bn180210991
GRB230702527,92.63,-27.42,60127.527,2.432,1.8713E-06,bn230702527
GRB210411146,259.39,-27.41,59315.14649,42.497,4.0725E-06,bn210411146
GRB210101620,136.7,50.1,59215.62022,23.297,1.1588E-06,bn210101620
GRB240408043,353.47,50.11,60408.0432,219.136,6.4926E-06,bn240408043
GRB220623649,216.11,50.15,59753.64857,1.024,4.5533E-07,bn220623649
GRB160419637,16.424,-27.343,57497.63652,24.320,1.5154E-06,bn160419637
GRB240404110,256.95,-27.34,60404.10978,0.704,1.9106E-07,bn240404110
GRB180423266,81.3,-27.26,58231.26644,3.328,5.7854E-07,bn180423266
GRB221018459,271.25,50.15,59870.45865,226.304,2.6877E-06,bn221018459
GRB150831930,271.021,-27.252,57265.93018,13.760,2.7153E-06,bn150831930
GRB081028538,16,-27.2,54767.53829,13.312,2.2658E-06,bn081028538
GRB140304849,354.18,-27.03,56720.84896,232.708,8.3213E-06,bn140304849
GRB100619015,84.618,-27.012,55366.01466,96.002,0.00001129,bn100619015
GRB140907429,163.82,-27,56907.42936,27.392,1.3461E-06,bn140907429
GRB100101028,307.32,-27,55197.02765,2.816,1.1873E-06,bn100101028
GRB110509475,74.65,-26.98,55690.47518,0.640,5.2569E-07,bn110509475
GRB210602865,210.93,-26.94,59367.8653,14.592,1.1488E-06,bn210602865
GRB190114873,54.51,-26.939,58497.87295,116.354,0.00044325,bn190114873
