name,ra,dec,trigger_time,t90,fluence,trigger_name
GRB100829876,90.409,30.314,55437.87649,8.704,0.000014989,bn100829876
GRB240720017,96.7,30.342,60511.01726,1.792,2.3882E-06,bn240720017
GRB191027638,185.51,30.41,58783.63828,7.168,3.0077E-06,bn191027638
GRB240101540,4.73,30.46,60310.53986,0.352,0.000014401,bn240101540
GRB090730608,252.58,30.46,55042.60773,9.088,0.000003183,bn090730608
GRB190620507,162.08,30.48,58654.50707,51.713,0.000051455,bn190620507
GRB081204517,150.8,30.5,54804.51697,0.192,3.1105E-07,bn081204517
GRB210915530,166.84,30.53,59472.53034,113.410,3.7484E-06,bn210915530
GRB131217108,86.59,30.6,56643.10847,0.768,6.7611E-07,bn131217108
GRB230322873,12.3,30.72,60025.87339,200.452,0.000017446,bn230322873
GRB080830368,160.1,30.8,54708.36824,40.897,6.9958E-06,bn080830368
GRB120109824,251.33,30.8,55935.82363,38.656,1.9189E-06,bn120109824
GRB180204109,330.134,30.8381,58153.10853,1.152,1.7465E-06,bn180204109
GRB151030999,297.63,30.85,57325.99887,116.482,0.000050037,bn151030999
GRB200607362,171.5,30.88,59007.36238,20.480,4.4574E-06,bn200607362
GRB151126293,338.61,30.88,57352.29256,8.448,9.6097E-07,bn151126293
GRB181027076,225.383,30.891,58418.07624,89.856,4.6239E-06,bn181027076
GRB170911267,72.1,30.914,58007.26693,19.968,8.9367E-07,bn170911267
GRB140801792,44.0685,30.938,56870.79159,7.168,0.000012356,bn140801792
GRB220912963,67.15,30.97,59834.96337,2.496,1.1145E-07,bn220912963
GRB190401139,275.07,30.97,58574.13913,42.753,0.000016671,bn190401139
GRB200630980,79.27,30.98,59030.98011,102.146,4.6664E-06,bn200630980
GRB130612456,247.94,31.02,56455.45642,10.240,8.3274E-06,bn130612456
GRB100530737,289.73,31.04,55346.7374,3.328,4.823E-07,bn100530737
GRB160827837,317.36,31.06,57627.8367,24.576,1.2462E-06,bn160827837
GRB140825328,342.84,31.09,56894.32831,78.593,7.8064E-06,bn140825328
GRB230805475,207.738,31.19,60161.47469,60.160,1.9417E-06,bn230805475
GRB160519012,71.113,31.197,57527.01219,98.560,2.4648E-06,bn160519012
GRB140126815,208.7,31.28,56683.81507,75.776,5.3456E-06,bn140126815
GRB090419997,88.6,31.3,54940.99659,184.323,0.000013305,bn090419997
GRB131128629,355.308,31.3064,56624.62946,1.984,5.6987E-07,bn131128629
GRB140216331,194.04,31.46,56704.33061,2.432,9.7411E-07,bn140216331
GRB181121307,130.95,31.5,58443.30659,0.256,1.0441E-07,bn181121307
GRB100302061,166.19,31.51,55257.06113,2.240,1.7278E-07,bn100302061
GRB091126389,47.42,31.52,55161.38876,0.024,1.8636E-07,bn091126389
GRB140227738,235.31,31.55,56715.73827,17.152,7.1384E-07,bn140227738
GRB140628704,359.15,31.56,56836.70369,75.520,1.8195E-06,bn140628704
GRB150609316,52.26,31.63,57182.3162,0.256,1.2122E-07,bn150609316
GRB110706728,9.06,31.73,55748.72774,16.896,0.000002341,bn110706728
GRB130220964,306.2,31.74,56343.96445,6.400,0.000007235,bn130220964
GRB220101215,1.3537,31.7689,59580.21541,128.259,0.000060375,bn220101215
GRB211129410,274.581,31.7882,59547.41049,111.106,3.5778E-06,bn211129410
GRB150923297,316.8,31.82,57288.29695,0.192,1.1026E-07,bn150923297
GRB160323293,33.48,31.95,57470.29307,25.088,1.3882E-06,bn160323293
GRB140606133,328.125,32.0141,56814.13324,22.784,7.5928E-06,bn140606133
GRB180517309,284.39,32.04,58255.30858,41.728,1.9872E-06,bn180517309
GRB221215673,23.23,32.05,59928.67331,65.793,6.1518E-06,bn221215673
GRB180305393,49.7,32.1,58182.39316,13.056,0.000058065,bn180305393
GRB141220252,195.067,32.1336,57011.252,7.616,5.3386E-06,bn141220252
GRB161129300,316.229,32.1357,57721.29977,36.096,6.5385E-06,bn161129300
GRB090227772,11.8,32.2,54889.77154,0.304,0.000011095,bn090227772
GRB090529310,231.2,32.2,54980.30998,3.072,8.344E-07,bn090529310
GRB100212550,134.27,32.22,55239.54983,3.773,3.6033E-06,bn100212550
GRB160406503,261.797,32.263,57484.5032,0.432,5.3157E-07,bn160406503
GRB170929513,192.88,32.3,58025.51319,9.472,1.3476E-06,bn170929513
GRB180219482,86.22,32.31,58168.48209,108.034,0.000044992,bn180219482
GRB201228102,303.39,32.31,59211.10244,25.344,5.9029E-07,bn201228102
GRB230201060,84.41,32.32,59976.06,13.568,1.4045E-06,bn230201060
GRB110413938,352.67,32.33,55664.9383,54.272,1.0967E-06,bn110413938
GRB110217591,274.74,32.35,55609.59082,60.672,1.4221E-06,bn110217591
GRB170830328,219.95,32.41,57995.32767,14.592,3.1973E-06,bn170830328
GRB140209313,81.328,32.488,56697.31317,1.408,8.9683E-06,bn140209313
GRB080924766,72.8,32.5,54733.7657,39.937,0.000004727,bn080924766
GRB210127268,54.93,32.52,59241.26825,33.280,9.197E-07,bn210127268
GRB150110923,289.36,32.522,57032.92259,2.560,5.8053E-07,bn150110923
GRB161111197,208.6,32.6,57703.19665,118.528,2.6455E-06,bn161111197
GRB080821332,238.6,32.6,54699.33156,5.888,3.5872E-06,bn080821332
GRB150127935,300.68,32.66,57049.93517,84.224,1.7689E-06,bn150127935
GRB120217904,298.73,32.7,55974.90414,2.624,4.8575E-06,bn120217904
GRB090528516,312.2,32.7,54979.51564,79.041,0.000043518,bn090528516
GRB101225377,60.68,32.77,55555.37701,81.218,0.000020164,bn101225377
GRB081206275,120.1,32.8,54806.27492,24.576,3.8644E-06,bn081206275
GRB230304265,29.22,32.84,60007.26452,254.469,0.000026421,bn230304265
GRB140516765,74.28,32.85,56793.76459,22.016,6.6103E-06,bn140516765
GRB230110649,204.88,32.85,59954.64872,6.848,3.5188E-06,bn230110649
GRB080724401,358.3,32.9,54671.40116,379.397,0.000015691,bn080724401
GRB100307928,129.42,32.97,55262.92813,16.128,1.5385E-06,bn100307928
GRB190504678,137.43,33.01,58607.67811,0.704,1.9432E-07,bn190504678
GRB221024542,169.741,33.0421,59876.542,8.448,7.7598E-07,bn221024542
GRB090102122,128.2,33.1,54833.12188,26.624,0.000027909,bn090102122
GRB120814803,90.57,33.13,56153.80286,0.192,1.2844E-07,bn120814803
GRB200221162,157.1,33.14,58900.16179,1.728,2.049E-07,bn200221162
GRB140404171,172.73,33.18,56751.17138,26.624,8.1801E-06,bn140404171
GRB081223419,112.5,33.2,54823.41941,0.576,8.3448E-07,bn081223419
GRB150622393,267.05,33.25,57195.39343,60.673,0.000029027,bn150622393
GRB110304071,322.93,33.27,55624.07122,19.520,3.4561E-06,bn110304071
GRB170511249,300.633,33.315,57884.24944,40.705,0.000028314,bn170511249
GRB100929315,243.62,33.33,55468.31463,4.608,3.2485E-07,bn100929315
GRB130808253,162.72,33.38,56512.25317,0.256,2.2969E-07,bn130808253
GRB131122490,261.67,33.38,56618.48965,23.040,0.000028319,bn131122490
GRB090113778,32.1,33.4,54844.77825,17.408,1.5738E-06,bn090113778
GRB090328713,155.7,33.4,54918.71325,0.192,1.1901E-07,bn090328713
GRB141030746,161.37,33.4,56960.74599,8.960,2.3058E-06,bn141030746
GRB160223416,94.9937,33.4075,57441.41599,17.920,3.6135E-06,bn160223416
GRB111230683,150.19,33.43,55925.68274,28.160,0.000002896,bn111230683
GRB111203054,53.22,33.47,55898.05352,55.553,4.6467E-06,bn111203054
GRB140304557,30.6412,33.4744,56720.55731,31.232,2.4286E-06,bn140304557
GRB200601097,36.71,33.49,59001.09711,153.859,0.000026425,bn200601097
GRB180211754,202.86,33.53,58160.7545,20.480,0.000001056,bn180211754
GRB190510430,128.13,33.55,58613.43005,0.640,1.2457E-06,bn190510430
GRB121221916,214.26,33.55,56282.91632,38.913,5.0386E-06,bn121221916
GRB231118940,348.93,33.57,60266.94045,6.272,0.000011835,bn231118940
GRB100831651,161.26,33.65,55439.65099,40.193,2.9296E-06,bn100831651
GRB110831282,352.35,33.66,55804.28156,98.881,0.000004421,bn110831282
GRB160219673,238.03,33.67,57437.67346,144.386,0.000010218,bn160219673
GRB141225959,138.751,33.795,57016.95919,56.320,3.7317E-06,bn141225959
GRB240513682,2.5,33.84,60443.68174,0.576,1.288E-07,bn240513682
GRB220924906,321.48,33.84,59846.90619,127.746,7.6885E-06,bn220924906
GRB210619999,319.713,33.86,59384.9996,54.785,0.00030248,bn210619999
GRB131108024,353.6,33.88,56604.02411,14.592,2.8185E-06,bn131108024
GRB131127696,246.3,33.92,56623.69568,15.104,1.2172E-06,bn131127696
GRB220711279,96.13,33.94,59771.27856,1.472,4.4716E-07,bn220711279
GRB200531119,169.97,33.94,59000.11896,27.392,3.3238E-06,bn200531119
GRB150120123,10.3188,33.9948,57042.12346,3.328,3.3498E-07,bn150120123
GRB100225703,147.91,34.01,55252.70299,4.480,1.6134E-06,bn100225703
GRB090802235,84.33,34.09,55045.23545,0.048,5.4339E-07,bn090802235
GRB221203886,287.55,34.09,59916.88637,8.448,5.8572E-07,bn221203886
GRB090126227,189.2,34.1,54857.22665,5.632,1.0991E-06,bn090126227
GRB220107615,169.76,34.139,59586.61495,33.025,0.000018004,bn220107615
GRB170804911,261.26,34.14,57969.91136,26.368,0.000003719,bn170804911
GRB220807581,139.77,34.16,59798.58086,39.937,2.0548E-06,bn220807581
GRB100805300,22.8,34.19,55413.30014,0.064,2.0432E-07,bn100805300
GRB150928359,83.78,34.24,57293.35925,53.504,3.5511E-06,bn150928359
GRB110311812,117.59,34.29,55631.81205,6.400,1.1195E-06,bn110311812
GRB110928180,153.4,34.29,55832.18046,148.226,0.00001415,bn110928180
GRB190726642,310.26,34.29,58690.64229,307.974,0.000015761,bn190726642
GRB180610791,308.64,34.3,58279.79084,27.648,4.0315E-06,bn180610791
GRB111231622,155.51,34.31,55926.62216,8.256,9.3254E-07,bn111231622
GRB181122381,93.69,34.4,58444.38129,73.728,5.4837E-06,bn181122381
GRB140519043,278.47,34.41,56796.04288,47.616,0.000003924,bn140519043
GRB230510503,318.131,34.4424,60074.50286,177.412,0.000025146,bn230510503
GRB240605338,68.23,34.46,60466.33825,17.152,7.7019E-07,bn240605338
GRB101224614,290.16,34.46,55554.61358,25.601,2.6064E-06,bn101224614
GRB180309322,186.07,34.48,58186.32165,24.576,5.2781E-06,bn180309322
GRB201105482,314.98,34.5,59158.48228,0.960,4.9138E-08,bn201105482
GRB160721806,38.15,34.52,57590.80623,9.984,0.000002423,bn160721806
GRB220713691,24.97,34.54,59773.69146,10.749,1.3088E-06,bn220713691
GRB110813237,61.24,34.56,55786.2367,22.784,4.7675E-06,bn110813237
GRB120612680,211.88,34.56,56090.68039,63.232,2.0615E-06,bn120612680
GRB210305794,319.814,34.577,59278.79374,61.697,0.000010467,bn210305794
GRB110101506,105.5,34.58,55562.50581,235.523,6.6288E-06,bn110101506
GRB240129632,108.02,34.6,60338.63151,28.416,4.6688E-06,bn240129632
GRB171215705,19.68,34.73,58102.70516,28.928,1.6542E-06,bn171215705
GRB160318342,65.68,34.74,57465.342,12.800,8.9724E-07,bn160318342
GRB120703417,69.49,34.74,56111.4175,64.513,0.000011076,bn120703417
GRB221226698,68.22,34.85,59939.69754,128.514,0.00002507,bn221226698
GRB140429975,338.6,34.85,56776.97548,9.216,6.1967E-07,bn140429975
GRB150208929,350.67,34.89,57061.92869,0.128,2.5321E-08,bn150208929
GRB090207777,252.7,34.9,54869.77721,24.832,2.4073E-06,bn090207777
GRB170903534,254.532,34.985,57999.53412,25.600,3.4577E-06,bn170903534
GRB171124235,335.52,35.22,58081.23468,26.177,3.6166E-06,bn171124235
GRB120520949,45.86,35.28,56067.9489,5.760,4.4091E-07,bn120520949
GRB081003644,259.1,35.4,54742.64396,50.177,8.9963E-06,bn081003644
GRB151227218,290.284,35.415,57383.21793,42.753,0.000043508,bn151227218
GRB090610648,84.2,35.42,54992.64822,6.144,1.3498E-06,bn090610648
GRB120120432,134.72,35.47,55946.43154,32.256,0.000001503,bn120120432
GRB100216422,154.3,35.5,55243.42153,0.192,3.8763E-07,bn100216422
GRB130623130,194.61,35.51,56466.1296,29.440,9.4523E-07,bn130623130
GRB160407673,226.77,35.53,57485.67253,7.104,3.2957E-06,bn160407673
GRB190131964,42.32,35.54,58514.9643,63.232,5.1692E-06,bn190131964
GRB230628734,300.97,35.6,60123.73374,47.105,5.0079E-06,bn230628734
GRB171222684,148.277,35.6271,58109.68415,80.384,0.000003187,bn171222684
GRB200919569,55.55,35.64,59111.56865,2.560,3.9839E-07,bn200919569
GRB170928607,304.09,35.74,58024.60749,9.216,1.2673E-06,bn170928607
GRB151205657,229.282,35.769,57361.65697,56.320,1.8374E-06,bn151205657
GRB110226989,199.29,35.77,55618.98925,14.080,1.8958E-06,bn110226989
GRB140827763,130.65,35.8,56896.76254,20.992,0.000012237,bn140827763
GRB180818179,179.71,35.86,58348.17913,4.416,4.0106E-07,bn180818179
GRB110904124,359.69,35.9,55808.1238,83.905,0.000011098,bn110904124
GRB140610487,199.05,35.91,56818.48706,0.960,2.638E-07,bn140610487
GRB201108645,289.01,35.91,59161.64471,68.864,2.0048E-06,bn201108645
GRB130623790,107.43,36.04,56466.79017,42.241,8.6916E-06,bn130623790
GRB180409346,178.18,36.05,58217.34605,13.056,0.000046578,bn180409346
GRB141005217,291.093,36.0952,56935.21744,3.392,0.000002504,bn141005217
GRB171213061,150.38,36.11,58100.06071,111.616,0.000013198,bn171213061
GRB160508290,28.7,36.28,57516.29027,11.008,0.000001123,bn160508290
GRB201216792,201.487,36.3116,59199.79203,77.312,0.000002077,bn201216792
GRB210529996,230.01,36.34,59363.99557,12.288,8.2332E-07,bn210529996
GRB110124784,53.83,36.35,55585.78413,5.376,1.589E-07,bn110124784
GRB110921577,294.078,36.377,55825.57734,40.705,0.000003361,bn110921577
GRB170805901,243.97,36.38,57970.90127,25.856,1.0111E-06,bn170805901
GRB230606010,166.796,36.509,60101.01016,15.616,1.8231E-06,bn230606010
GRB240828622,225.513,36.5285,60550.62161,41.473,0.000076363,bn240828622
GRB110101202,264.26,36.54,55562.20163,3.584,2.4986E-07,bn110101202
GRB091003191,251.52,36.6247,55107.1915,20.224,0.000023315,bn091003191
GRB120916173,205.81,36.66,56186.17269,52.993,0.000014167,bn120916173
GRB151222340,355.18,36.7,57378.34044,0.768,2.1354E-06,bn151222340
GRB090228976,357.6,36.7,54890.97571,7.936,9.6376E-07,bn090228976
GRB150101270,312.603,36.7332,57023.27007,0.480,7.6144E-08,bn150101270
GRB120702891,227.8,36.76,56110.89119,35.073,1.5981E-06,bn120702891
GRB120217808,122.44,36.77,55974.80822,5.888,1.7463E-06,bn120217808
GRB210518889,192.85,36.92,59352.8891,0.896,4.4438E-08,bn210518889
GRB101008697,328.875,37.0671,55477.69671,8.960,1.3498E-06,bn101008697
GRB181119606,86.4,37.11,58441.60575,16.445,9.9024E-06,bn181119606
GRB160816730,322.411,37.1324,57616.72984,11.072,0.000033275,bn160816730
GRB091112928,208.41,37.17,55147.92768,21.184,4.5698E-06,bn091112928
GRB210324468,148.53,37.18,59297.46838,31.745,6.6793E-06,bn210324468
GRB200514380,238.32,37.22,58983.38029,1.664,1.7816E-07,bn200514380
GRB100621452,103.83,37.35,55368.45229,122.626,7.6206E-06,bn100621452
GRB160818230,163.6,37.4,57618.22979,2.176,4.922E-07,bn160818230
GRB210308276,67.0764,37.4353,59281.27635,5.437,6.6564E-06,bn210308276
GRB190215772,340.39,37.45,58529.77179,23.296,0.000021346,bn190215772
GRB181121401,251.47,37.58,58443.40069,0.192,3.4288E-07,bn181121401
GRB150325696,133.14,37.75,57106.69586,0.080,8.9347E-08,bn150325696
GRB240528121,83.55,37.77,60458.12087,65.024,1.7116E-06,bn240528121
GRB210424694,186.36,37.78,59328.69446,5.888,1.1953E-06,bn210424694
GRB100219026,330.93,37.79,55246.02587,59.712,3.4821E-06,bn100219026
GRB141205337,92.859,37.876,56996.33701,1.280,1.0653E-06,bn141205337
GRB170614255,70.55,37.93,57918.25465,122.626,9.2159E-06,bn170614255
GRB160628136,87.92,38.17,57567.13636,5.888,7.5133E-07,bn160628136
GRB230117211,13.58,38.19,59961.21116,44.800,2.5222E-06,bn230117211
GRB200425701,304.57,38.19,58964.70128,7.936,9.5033E-07,bn200425701
GRB110130230,111.51,38.25,55591.23047,47.360,2.9016E-06,bn110130230
GRB200622092,107.52,38.28,59022.09153,32.001,0.000017817,bn200622092
GRB091209001,260.96,38.29,55174.00052,42.945,0.000010032,bn091209001
GRB120509619,195.39,38.31,56056.61948,0.704,1.5538E-07,bn120509619
GRB150323395,260.447,38.316,57104.3949,56.321,0.000019188,bn150323395
GRB140124527,64.18,38.48,56681.52675,121.538,0.000020142,bn140124527
GRB121125469,177.53,38.54,56256.46861,12.864,8.5676E-07,bn121125469
GRB200502574,289.5,38.58,58971.574,25.344,0.000005453,bn200502574
GRB240615744,326.141,38.5948,60476.74427,0.096,1.5293E-06,bn240615744
GRB240608126,144.81,38.6,60469.12577,16.637,1.7606E-06,bn240608126
GRB081105614,215.8,38.7,54775.61379,1.280,2.748E-07,bn081105614
GRB171202113,103.03,38.72,58089.11281,81.152,0.000010817,bn171202113
GRB180504136,220.23,38.72,58242.13604,25.345,0.000013839,bn180504136
GRB160102936,143.44,38.75,57389.93631,10.496,0.000003021,bn160102936
GRB110920338,87.57,38.76,55824.33838,9.728,2.6866E-06,bn110920338
GRB140626843,120.81,38.78,56834.84322,1.792,0.000000993,bn140626843
GRB140521184,308.73,38.86,56798.18417,46.592,2.7483E-06,bn140521184
GRB171017823,185.34,38.9,58043.82272,86.272,5.0024E-06,bn171017823
GRB091107635,182.35,38.94,55142.63472,11.008,9.3274E-07,bn091107635
GRB150211239,336.56,38.98,57064.23908,18.432,8.6981E-07,bn150211239
GRB201231622,124.62,39.06,59214.62203,0.256,1.2306E-07,bn201231622
GRB160910722,221.442,39.0668,57641.72198,24.320,0.00007966,bn160910722
GRB210903077,178.57,39.07,59460.07659,15.872,1.3713E-06,bn210903077
GRB190129539,122.85,39.11,58512.53869,9.984,0.000028523,bn190129539
GRB161227498,79.5,39.15,57749.49813,2.560,1.0216E-06,bn161227498
GRB240403149,225.83,39.16,60403.14857,14.592,1.3116E-06,bn240403149
GRB180715087,331.19,39.17,58314.08697,5.120,3.682E-07,bn180715087
GRB130924910,78.59,39.26,56559.91044,1.792,3.4693E-07,bn130924910
GRB181020424,226.13,39.26,58411.42429,13.312,1.7652E-06,bn181020424
GRB151211672,262.49,39.26,57367.67193,40.897,6.2979E-06,bn151211672
GRB201008754,90.79,39.32,59130.75418,55.041,4.9568E-06,bn201008754
GRB180818520,104.235,39.329,58348.52011,169.216,3.2753E-06,bn180818520
GRB101112924,292.218,39.359,55512.92399,9.472,2.2595E-06,bn101112924
GRB160228034,32.21,39.38,57446.03394,16.128,7.1933E-07,bn160228034
GRB201104622,225.75,39.42,59157.62247,0.960,5.2691E-08,bn201104622
GRB180513815,225.44,39.45,58251.8153,20.480,1.6211E-06,bn180513815
GRB140224788,23.74,39.48,56712.78842,17.152,2.4179E-06,bn140224788
GRB090428441,210.1,39.5,54949.44072,3.968,0.00000104,bn090428441
GRB100923844,106.12,39.6,55462.84387,51.713,3.9168E-06,bn100923844
GRB150819440,59.386,39.701,57253.43981,0.960,8.1172E-06,bn150819440
GRB190808752,168.05,39.71,58703.75229,31.233,0.000013131,bn190808752
GRB161121186,130.39,39.73,57713.18585,0.128,2.5271E-08,bn161121186
GRB170723882,212.58,39.83,57957.88216,5.376,5.5371E-07,bn170723882
GRB230718188,185.58,39.86,60143.18753,24.832,7.2441E-07,bn230718188
GRB220211047,207.17,39.97,59621.04709,0.448,1.555E-07,bn220211047
GRB081122520,339.1,40,54792.51959,23.296,7.5441E-06,bn081122520
GRB120105584,203.69,40.07,55931.58375,22.528,1.4675E-06,bn120105584
GRB110705151,156.024,40.099,55747.15083,0.192,2.8451E-06,bn110705151
GRB141222691,97.43,40.13,57013.69063,34.049,0.000023313,bn141222691
GRB151022577,110.37,40.23,57317.57711,0.320,2.7708E-07,bn151022577
GRB220310933,290.069,40.253,59648.93323,16.384,7.1838E-07,bn220310933
GRB140714268,220.99,40.31,56852.268,132.098,0.000018523,bn140714268
GRB190427190,280.213,40.322,58600.19045,0.368,5.3434E-07,bn190427190
GRB110916016,4.11,40.36,55820.01599,1.792,4.2261E-07,bn110916016
GRB090422150,294.7,40.4,54943.1495,9.216,4.587E-07,bn090422150
GRB200313456,202.17,40.5,58921.45639,5.184,8.5225E-07,bn200313456
GRB240411073,242.59,40.58,60411.0729,3.520,1.7369E-06,bn240411073
GRB190407672,181.82,40.61,58580.67183,17.664,1.7315E-06,bn190407672
GRB170829674,326.59,40.65,57994.67365,81.152,6.8712E-06,bn170829674
GRB120713226,161.68,40.66,56121.22603,13.824,1.1304E-06,bn120713226
GRB111208353,290.15,40.669,55903.3529,40.961,0.000003258,bn111208353
GRB170604603,340.44,40.67,57908.60284,0.320,1.6719E-06,bn170604603
GRB080802386,154.3,40.7,54680.38554,0.576,3.9772E-07,bn080802386
GRB240205662,212.28,40.8,60345.66248,0.192,6.885E-08,bn240205662
GRB130219775,303.73,40.83,56342.7749,96.129,0.000028469,bn130219775
GRB100614498,224.76,40.87,55361.49819,172.291,0.000019632,bn100614498
GRB220902438,30.55,40.89,59824.4375,15.872,1.1727E-06,bn220902438
GRB150917148,37.89,40.89,57282.14827,7.424,8.4935E-07,bn150917148
GRB230818977,285.89,40.895,60174.97749,9.981,3.6981E-06,bn230818977
GRB110709642,238.9,40.9,55751.64198,43.201,0.000036852,bn110709642
GRB190603795,20.08,40.91,58637.79475,22.528,1.7627E-06,bn190603795
GRB130118482,278.3,40.98,56310.48159,21.568,8.2779E-07,bn130118482
GRB100525744,251.82,41.04,55341.74404,1.472,6.4408E-07,bn100525744
GRB170717952,337.69,41.11,57951.95234,11.776,6.7196E-07,bn170717952
GRB121011469,260.2,41.137,56211.46905,65.793,3.9843E-06,bn121011469
GRB160804775,72.17,41.28,57604.77451,151.808,8.8151E-06,bn160804775
GRB120224282,118.42,41.34,55981.28227,60.929,9.1226E-06,bn120224282
GRB100718796,298.47,41.43,55395.79609,38.656,2.5348E-06,bn100718796
GRB120605453,243.61,41.51,56083.45296,18.112,3.2531E-06,bn120605453
GRB170310883,156.68,41.56,57822.88314,18.176,1.5359E-06,bn170310883
GRB200128153,158.65,41.57,58876.15284,0.576,4.2773E-07,bn200128153
GRB220624431,97.78,41.64,59754.43084,20.224,3.0838E-06,bn220624431
GRB180722993,55.35,41.7,58321.99252,86.530,0.000034319,bn180722993
GRB210915630,155.78,41.71,59472.63026,33.536,8.4818E-07,bn210915630
GRB220114168,44.34,41.76,59593.16825,8.192,2.0976E-06,bn220114168
GRB170403707,246.04,41.81,57846.70663,14.016,5.8878E-06,bn170403707
GRB161026373,67.7,41.85,57687.37311,0.112,1.4382E-07,bn161026373
GRB111010709,69.8,41.88,55844.70874,52.993,0.000012556,bn111010709
GRB130204484,105.64,41.92,56327.48393,0.192,2.8086E-07,bn130204484
GRB220316476,222.91,41.96,59654.47613,48.129,6.4669E-06,bn220316476
GRB110107886,299.13,42.04,55568.88602,183.555,0.000013156,bn110107886
GRB150502435,241.46,42.06,57144.43467,109.314,0.000025476,bn150502435
GRB220104167,197.84,42.07,59583.16739,2.624,2.7289E-07,bn220104167
GRB110903009,164.21,42.08,55807.0091,27.133,0.000013202,bn110903009
GRB201221963,171.059,42.1432,59204.9629,0.144,6.3567E-07,bn201221963
GRB190505051,335.39,42.18,58608.0515,0.032,1.9762E-07,bn190505051
GRB211223350,287.62,42.22,59571.34956,57.088,1.6973E-06,bn211223350
GRB200402403,50.54,42.26,58941.40252,55.809,5.2406E-06,bn200402403
GRB160623209,315.24,42.27,57562.20873,107.776,3.9564E-06,bn160623209
GRB190804792,97.77,42.31,58699.7921,8.448,2.2617E-06,bn190804792
GRB091109895,247.72,42.31,55144.89491,30.977,2.0198E-06,bn091109895
GRB100902990,306.04,42.31,55441.98981,22.272,2.1068E-06,bn100902990
GRB171009138,348.14,42.31,58035.13774,47.104,2.8166E-06,bn171009138
GRB160821857,171.248,42.343,57621.85729,43.009,0.00052221,bn160821857
GRB171025213,232.66,42.35,58051.21313,6.400,3.1286E-07,bn171025213
GRB201215266,211.83,42.42,59198.26631,13.056,2.6593E-06,bn201215266
GRB190610750,327.38,42.42,58644.74988,37.889,0.00001103,bn190610750
GRB231203831,197.33,42.54,60281.8306,1.152,2.8384E-08,bn231203831
GRB080816503,156.2,42.6,54694.50299,64.769,0.000013301,bn080816503
GRB130517781,41.86,42.66,56429.78071,33.280,0.000019705,bn130517781
GRB221206516,251.155,42.671,59919.51583,8.384,0.000042969,bn221206516
GRB170710340,43.122,42.679,57944.34037,42.240,3.4027E-06,bn170710340
GRB201127147,143.68,42.73,59180.14705,7.424,1.2047E-06,bn201127147
GRB230225460,150.51,42.75,60000.4604,67.840,3.4602E-06,bn230225460
GRB100609783,90.48,42.78,55356.78346,111.618,0.000014676,bn100609783
GRB130406354,138.21,42.83,56388.3539,2.560,2.9755E-07,bn130406354
GRB171007498,135.544,42.849,58033.49838,3.456,3.0318E-07,bn171007498
GRB141111435,51.22,43.02,56972.43541,1.728,1.9972E-07,bn141111435
GRB230701948,115.74,43.02,60126.94768,2.816,2.6252E-06,bn230701948
GRB110422029,226.69,43.02,55673.02903,0.320,8.0648E-08,bn110422029
GRB230430325,184.75,43.05,60064.32452,0.320,1.4842E-06,bn230430325
GRB110328520,117.65,43.1,55648.52036,83.970,0.000019227,bn110328520
GRB171106498,274.07,43.12,58063.49779,10.752,0.000004895,bn171106498
GRB161017745,142.765,43.142,57678.74454,37.888,4.8642E-06,bn161017745
GRB090520832,332,43.2,54971.83187,0.768,2.317E-07,bn090520832
GRB131217506,57.46,43.21,56643.50586,3.328,6.805E-07,bn131217506
GRB140501497,62.78,43.25,56778.49665,22.144,6.9716E-06,bn140501497
GRB100424876,7.79,43.35,55310.8763,169.987,0.000014946,bn100424876
GRB151118554,292.98,43.4,57344.55423,40.897,0.00000427,bn151118554
GRB211120962,315.92,43.41,59538.96201,5.120,0.000028573,bn211120962
GRB160530667,133.48,43.48,57538.6675,9.024,0.000091857,bn160530667
GRB191110587,260.2,43.51,58797.58721,14.848,2.1614E-06,bn191110587
GRB180126095,305.6,43.53,58144.09481,18.432,9.3269E-06,bn180126095
GRB101010190,47.19,43.56,55479.19013,65.025,1.5514E-06,bn101010190
GRB160922856,348.11,43.57,57653.85589,20.736,8.6922E-07,bn160922856
GRB161228553,129.29,43.67,57750.55257,47.105,4.6841E-06,bn161228553
GRB160816414,25.32,43.7,57616.41377,11.776,8.406E-07,bn160816414
GRB180522678,348.4,43.75,58260.67821,12.032,4.1951E-06,bn180522678
GRB230201236,346.45,43.77,59976.2358,1.280,5.3534E-07,bn230201236
GRB140416060,35.41,43.91,56763.0602,31.744,0.000081404,bn140416060
GRB170606968,123.16,43.93,57910.96826,11.264,0.000004742,bn170606968
GRB101027230,79.02,43.97,55496.22952,1.344,1.4381E-07,bn101027230
GRB111010237,87.09,43.98,55844.23651,82.433,0.000011009,bn111010237
GRB140831374,4.29,44.01,56900.37439,3.584,1.0912E-06,bn140831374
GRB130409960,30.52,44.1,56391.95972,26.112,7.8707E-06,bn130409960
GRB090817036,63.9659,44.1234,55060.03572,52.417,4.6135E-06,bn090817036
GRB130407800,53.53,44.17,56389.8005,32.000,1.7462E-06,bn130407800
GRB131024900,144.503,44.2715,56589.89964,45.312,1.3261E-06,bn131024900
GRB180913783,350.85,44.37,58374.78342,0.768,7.9118E-07,bn180913783
GRB080919790,219.5,44.4,54728.78999,0.512,4.5867E-08,bn080919790
GRB201029847,229.583,44.4598,59151.84713,105.474,3.6882E-06,bn201029847
