name,ra,dec,trigger_time,t90,fluence,trigger_name,log_t90,log_fluence,cluster_t90,cluster_fluence,cluster_both
GRB180723133,130.03,-67.15,58322.13252,3.072,5.2896e-07,bn180723133,0.48742135273135306,-6.276495072404748,1,1,1
GRB090810659,168.93,-76.4,55053.65912,125.182,9.3687e-06,bn090810659,2.097541889351106,-5.028316032031405,0,0,0
GRB180622273,201.56,-76.4,58291.27271,13.568,2.0338e-06,bn180622273,1.1325158669213697,-5.691670403682602,0,1,0
GRB160406570,208.48,-76.37,57484.56978,66.56,4.6582e-06,bn160406570,1.8232133198075244,-5.331772545825142,0,0,0
GRB130804023,280.03,-76.15,56508.0231,0.96,1.6629e-06,bn130804023,-0.017728314570581893,-5.779107750780481,1,1,1
GRB240216456,46.68,-76.07,60356.45628,2.432,2.2702e-06,bn240216456,0.3859637491756943,-5.643916750852707,1,1,1
GRB161020759,66.09,-75.65,57681.75918,24.32,2.9248e-05,bn161020759,1.3859635884582004,-4.533902341079812,0,0,0
GRB230723194,22.909,-67.059,60148.19356,0.768,3.4556e-07,bn230723194,-0.11463821448124949,-6.461350874389829,1,1,1
GRB180906597,104.81,-67.02,58367.59713,52.03,3.7165e-06,bn180906597,1.7162538342430378,-5.429854177440899,0,0,0
GRB110911071,258.58,-66.98,55815.07062,8.96,5.9377e-07,bn110911071,0.9523080581324888,-6.226308613035042,0,1,1
GRB200908886,169.53,-66.97,59100.8859,6.144,1.2339e-06,bn200908886,0.7884512777094007,-5.908684840302777,0,1,1
GRB120114433,263.23,-75.64,55940.43309,2.752,1.4875e-07,bn120114433,0.4396485873739399,-6.827251161017257,1,1,1
GRB170121067,3.03,-75.62,57774.06729,2.304,1.7268e-06,bn170121067,0.3624826632470024,-5.762732810496007,1,1,1
GRB170124874,282.04,-75.51,57777.87368,22.784,8.9724e-06,bn170124874,1.357629991018142,-5.047086532994722,0,0,0
GRB180614327,52.22,-75.17,58283.32713,9.216,4.126e-07,bn180614327,0.9645425132031015,-6.384365531122584,0,1,1
GRB141022087,119.39,-75.17,56952.08658,9.216,8.9994e-05,bn141022087,0.9645425132031015,-4.0457859619099485,0,0,0
GRB100112418,240.14,-75.1,55208.41756,23.04,1.0497e-06,bn100112418,1.362482493600761,-5.978893431567879,0,1,0
GRB121116459,180.88,-74.79,56247.45862,0.832,4.9152e-07,bn121116459,-0.07987615172102978,-6.3083704575330275,1,1,1
GRB190327111,79.07,-74.67,58569.11054,36.864,6.3281e-06,bn190327111,1.5666024691880909,-5.198719803605861,0,0,0
GRB110212550,311.33,-74.5,55604.55039,0.064,6.3493e-07,bn110212550,-1.193813240217847,-6.197205757343144,1,1,1
GRB200629535,338.46,-65.59,59029.5346,28.16,9.6925e-06,bn200629535,1.4496326658924636,-5.013559709616687,0,0,0
GRB161012637,160.43,-74.28,57673.63698,6.4,6.1394e-07,bn161012637,0.8061800418423947,-6.211803336980258,0,1,1
GRB141221897,126.02,-74.21,57012.89709,32.513,7.4393e-06,bn141221897,1.512057057394903,-5.1284620896149855,0,0,0
GRB150602840,289.87,-74.21,57175.8398,10.496,4.7133e-06,bn150602840,1.021023863408725,-5.3266657025231305,0,0,0
GRB091117080,246.54,-73.94,55152.08015,113.664,3.6824e-06,bn091117080,2.0556229392473315,-5.433857244485331,0,0,0
GRB200809654,15.8295,-73.8456,59070.65379,17.408,1.4822e-06,bn200809654,1.2407489029660679,-5.829063891390921,0,1,0
GRB181103046,295.48,-73.76,58425.04636,11.776,6.0455e-07,bn181103046,1.0709978338730486,-6.218495942791267,0,1,1
GRB110517453,296.09,-73.76,55698.45319,0.576,9.8898e-08,bn110517453,-0.23957676259396693,-7.004373579116971,1,1,1
GRB181022846,216.26,-65.29,58413.84619,13.824,7.6459e-07,bn181022846,1.1406337565507951,-6.116514589127424,0,1,1
GRB170304003,330.5,-73.76,57816.00308,0.16,3.1497e-07,bn170304003,-0.7958773030120456,-6.501592947047264,1,1,1
GRB140712973,83.48,-73.62,56850.97282,28.16,5.0997e-06,bn140712973,1.4496326658924636,-5.2924468553921695,0,0,0
GRB201227635,170.121,-73.613,59210.63481,0.112,3.429e-06,bn201227635,-0.9507780997178265,-5.46481984973051,1,0,1
GRB240516150,212.807,-63.4878,60446.15029,46.337,2.5512e-06,bn240516150,1.6659279221751793,-5.593238470953458,0,1,0
GRB190921699,338.38,-63.42,58747.69855,22.272,2.5786e-06,bn190921699,1.3477592374300402,-5.588599179739922,0,1,0
