name,ra,dec,trigger_time,t90,fluence,trigger_name,log_t90,log_fluence,cluster_t90,cluster_fluence,cluster_both
GRB110322558,99.04,-48.9,55642.55813,36.097,3.5602e-06,bn110322558,1.5574711214830936,-5.448513405719484,0,0,0
GRB140115899,94.86,-48.86,56672.89944,10.496,3.2559e-06,bn140115899,1.021023863408725,-5.487315603782837,0,0,0
GRB100424729,246.72,-48.85,55310.72928,175.363,9.2306e-06,bn100424729,2.2439379689814434,-5.034765363480041,0,0,0
GRB230503847,65.99,-48.74,60067.84661,83.458,6.1295e-06,bn230503847,1.9214679782061916,-5.212567865360997,0,0,0
GRB240215828,309.52,-48.74,60355.82759,21.76,9.8077e-06,bn240215828,1.337658910984528,-5.008428398839321,0,0,0
GRB190507270,155.96,-12.8,58610.26971,84.993,4.4352e-06,bn190507270,1.9293831639233638,-5.353076999521505,0,0,0
GRB120314412,17.89,-48.73,56000.41151,1.28,1.6419e-07,bn120314412,0.1072103089402998,-6.784388870387151,1,1,1
GRB170825784,116.32,-48.72,57990.78416,65.024,7.4724e-06,bn170825784,1.813073688610775,-5.1265340762886815,0,0,0
GRB150301045,244.286,-48.697,57082.04478,0.416,1.8056e-07,bn150301045,-0.38090562539739214,-6.743137994103597,1,1,1
GRB180416340,116.31,-48.58,58224.33989,103.426,3.8795e-05,bn180416340,2.0146297328711285,-4.411223124337403,0,0,0
GRB160223670,18.11,-48.54,57441.66992,288.005,1.217e-05,bn160223670,2.4594000290364777,-4.9147058532185985,0,0,0
GRB230918997,307.66,-48.44,60205.9967,14.08,2.0179e-06,bn230918997,1.1486026856508709,-5.695078838099108,0,1,0
GRB191118925,213.99,-48.4,58805.92502,36.353,1.0375e-05,bn191118925,1.560540268398446,-4.984007708665133,0,0,0
GRB200705674,60.48,-48.33,59035.67353,16.128,1.2876e-06,bn200705674,1.2075805416934118,-5.890185304305601,0,1,0
GRB150820880,258.65,-48.33,57254.88004,5.888,3.4278e-07,bn150820880,0.7699678750886892,-6.464857846302246,0,1,1
GRB200207058,244.09,-48.3,58886.05759,15.616,4.2157e-06,bn200207058,1.1935698281334817,-5.375120000489217,0,0,0
GRB130919985,242.22,-48.29,56554.98488,17.408,3.3617e-06,bn130919985,1.2407489029660679,-5.473428127148788,0,0,0
GRB080828189,221.3,-12.3,54706.18902,3.008,4.1132e-07,bn080828189,0.4782779762993951,-6.3857146001509815,1,1,1
GRB200713919,231.04,-12.3,59043.91852,5.12,8.1291e-07,bn200713919,0.7092700457989635,-6.0899041125632385,1,1,1
GRB160227831,123.43,-48.27,57445.83132,7.68,1.6614e-05,bn160227831,0.885361276580269,-4.779523179851432,0,0,0
GRB120212353,303.4,-48.1,55969.35263,0.864,5.0869e-08,bn120212353,-0.06348575486574724,-7.292693887085066,1,1,1
GRB150322066,125.84,-48.05,57103.06601,15.613,3.6315e-06,bn150322066,1.1934863875259516,-5.4399019925737,0,0,0
GRB180605458,47.51,-48.025,58274.45793,24.064,1.8252e-05,bn180605458,1.3813678369590248,-4.738687160470864,0,0,0
GRB151114645,62.14,-47.9,57340.64473,34.816,2.2018e-06,bn151114645,1.5417788861560582,-5.657202408540632,0,1,0
GRB100204024,50.78,-47.89,55231.02354,49.665,9.3529e-06,bn100204024,1.6960504485522272,-5.029049065654576,0,0,0
GRB180611145,51.61,-47.86,58280.14516,8.96,4.7044e-06,bn180611145,0.9523080581324888,-5.327486527131492,0,0,0
GRB150313657,237.86,-47.85,57094.65743,5.12,8.6729e-07,bn150313657,0.7092700457989635,-6.061785589069726,1,1,1
GRB180807097,349.93,-47.84,58337.09716,54.272,4.5402e-06,bn180807097,1.734575834242784,-5.3429154502177685,0,0,0
GRB211115688,120.87,-11.9,59533.68845,8.96,9.8831e-07,bn211115688,0.9523080581324888,-6.005062869377961,0,1,1
GRB220510147,109.35,-11.86,59709.1466,1.472,3.0999e-07,bn220510147,0.16790810503839196,-6.508512238970173,1,1,1
GRB080815917,240.9,-47.8,54693.91673,0.832,4.6871e-07,bn080815917,-0.07987615172102978,-6.329003133127978,1,1,1
GRB150830128,207.25,-47.78,57264.12816,44.801,4.1294e-06,bn150830128,1.6512877176570664,-5.384102529550988,0,0,0
GRB220831664,336.99,-47.55,59822.6643,2.816,6.7288e-07,bn220831664,0.44963280469393996,-6.171997842193115,1,1,1
GRB200216380,311.438,-11.658,58895.38015,8.192,8.706e-07,bn200216380,0.9133899966462153,-6.06013145554049,0,1,1
GRB230603525,294.52,-11.62,60098.52465,20.48,3.5151e-06,bn230603525,1.3113299735095778,-5.454049960423565,0,0,0
GRB200928552,74.5,-11.59,59120.55184,14.848,4.4728e-06,bn200928552,1.1716679881241447,-5.349410811179827,0,0,0
GRB230918412,222.46,-11.56,60205.41153,0.64,4.343e-08,bn230918412,-0.19381934743151497,-7.361211332842601,1,1,1
GRB121027038,4.31,-47.54,56227.03772,166.915,7.3949e-06,bn121027038,2.2224953693860328,-5.131061821667089,0,0,0
GRB210113379,276.64,-47.51,59227.37903,38.4,2.4318e-06,bn210113379,1.5843312356772827,-5.614054287269816,0,1,0
GRB130722021,119.86,-47.45,56495.02073,81.408,1.4798e-06,bn130722021,1.910667090631071,-5.829767629818196,0,1,0
GRB230906538,81.37,-47.41,60193.53828,1.024,2.7576e-06,bn230906538,0.010300380755309823,-5.559452980883559,1,0,1
GRB081226509,25.5,-47.4,54826.50915,0.192,3.4448e-07,bn081226509,-0.7166965093519143,-6.46270993333519,1,1,1
GRB230112829,83.65,-9.15,59956.82902,2.432,1.4182e-07,bn230112829,0.3859637491756943,-6.847956397512349,1,1,1
GRB230930917,105.57,-9.15,60217.91696,12.8,7.3344e-07,bn230930917,1.1072100035771235,-6.13457619905911,0,1,1
GRB150630958,358.16,-47.39,57203.95763,39.169,2.3007e-06,bn150630958,1.592942495067903,-5.638121131297211,0,1,0
GRB181020792,13.9837,-47.3796,58411.79205,15.104,2.8074e-05,bn181020792,1.1790920057076,-4.551694157463613,0,0,0
GRB120801920,245.73,-47.37,56140.92038,479.239,3.3402e-05,bn120801920,2.6805521541847956,-4.4762262281063405,0,0,0
GRB181026540,352.43,-47.37,58417.53958,44.8,5.7028e-06,bn181026540,1.651278023692217,-5.2439042436751,0,0,0
GRB220711675,79.625,-47.309,59771.67498,0.256,1.2715e-06,bn220711675,-0.591758338228644,-5.895649480757265,1,1,1
GRB190324947,49.576,-47.239,58566.94725,26.881,1.638e-05,bn190324947,1.4294454370262082,-4.78568345121323,0,0,0
GRB210801649,335.14,-8.23,59427.64913,5.376,1.5775e-06,bn210801649,0.7304593408297052,-5.802003102402864,0,1,1
GRB161119633,47.19,-47.21,57711.63271,77.824,6.8453e-06,bn161119633,1.891113554501073,-5.1646011694851115,0,0,0
GRB170906030,203.955,-47.1007,58002.02996,78.849,9.4607e-05,bn170906030,1.8967961952814612,-4.024076269780925,0,0,0
GRB141102536,208.614,-47.1,56963.53587,2.624,1.4195e-06,bn141102536,0.41896399621215896,-5.847834009324445,1,1,1
GRB090706283,205.07,-47.07,55018.28311,57.857,3.4858e-06,bn090706283,1.7623559183733766,-5.457685075651474,0,0,0
GRB230405832,271.441,-47.069,60039.83199,4.288,1.0735e-05,bn230405832,0.6322548779660642,-4.969193905652892,1,0,0
GRB210524208,337.32,-47.05,59358.20832,20.992,1.3622e-05,bn210524208,1.3220538383841367,-4.865755935880691,0,0,0
GRB171119992,135.51,-46.99,58076.99198,26.369,4.6886e-05,bn171119992,1.4210936766874123,-4.3289558905053545,0,0,0
GRB200703341,245.91,-7.37,59033.34143,0.704,6.3167e-07,bn200703341,-0.15242672396275506,-6.199441000690752,1,1,1
GRB170115743,189.12,-46.85,57768.74252,44.288,5.1941e-05,bn170115743,1.6462860782467883,-4.284488857192826,0,0,0
GRB170208758,166.564,-46.7674,57792.75783,7.168,2.6299e-06,bn170208758,0.8553980572420224,-5.580044251510242,0,1,0
GRB150604284,306.27,-46.72,57177.28365,52.736,1.4645e-06,bn150604284,1.7221071939162593,-5.834280970199168,0,1,0
GRB130403866,199.9,-46.68,56385.86583,22.784,1.0943e-06,bn130403866,1.357629991018142,-5.960823915623959,0,1,0
GRB120203812,339.3,-46.59,55960.81208,10.24,1.1004e-06,bn120203812,1.0102999990513803,-5.958409953110634,0,1,1
GRB170629537,130.016,-46.587,57933.53717,28.16,4.3665e-06,bn170629537,1.4496326658924636,-5.359856589564618,0,0,0
GRB090630311,146.55,-46.58,55012.31066,2.88,1.0777e-06,bn090630311,0.4593926385558998,-5.967461820739993,1,1,1
